OBJECTNUMMER;Detail;Locatie;Knelpuntnummer;Type_knelpunt;Beschrijving_knelpunt;Diersoorten;Type_oplossing;Beschrijving_oplossing;Beheergebied;Geschatte_kosten;Jaar_realisatie;Status;Foto;SELECTIE;FILTER;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
186;"";"Bovendiep";"O009";"Open water";"Het ontbreken van rietland maakt het voor o.a. ringslang, waterspitsmuis moeilijk om zich langs de Diemerzeedijk te verplaasten";"Amfibieën - Kleine zoogdieren - Reptielen - Vleermuizen";"Rietland";"Aanleg van de Ecologische Verbindingszone (EVZ) Bovendiep in de vorm van ondiepets en rieteilanden";"stadsdeel Oost";"";2013;"Gerealiseerd";"EVZ Bovendiep.jpg";"RIET";"GEREALISEERD";"POINT(4.9721658,52.3607985)";"POINT(52.3607985,4.9721658)";"4,9721658";"52,3607985";
187;"";"Kruislaan";"O021";"rijweg ";"Autoweg met fietspaden over watergang, talud onder brug ontbreekt";"Amfibieën - Kleine zoogdieren - Reptielen";"Faunarichel";"Aanbrengen van faunarichel in brug zodat passage door fauna van Kruislaan mogelijk wordt (is onderdeel van het Ecolint)";"stadsdeel Amsterdam Oost";"";1995;"Gerealiseerd";"";"RICHEL";"GEREALISEERD";"POINT(4.933789,52.3437735)";"POINT(52.3437735,4.933789)";"4,933789";"52,3437735";
188;"";"Middenweg";"O022";"Rijweg met trambaan en fietspad";"Het talud van de watergangen wordt thv de Middenweg onderbroken, zodat een veilge passage van fauna niet mogelijk is";"Amfibieën - Kleine zoogdieren - Reptielen";"Faunarichel";"Het aanbrengen van faunarichels in het kunstwerk die aansluiten op de taluds zodat passage van fauna mogelijk wordt (is onderdeel van het Ecolint)";"stadsdeel Amsterdam Oost";"";1995;"Gerealiseerd";"";"RICHEL";"GEREALISEERD";"POINT(4.9455478,52.3442084)";"POINT(52.3442084,4.9455478)";"4,9455478";"52,3442084";
189;"";"Haarlemmertrekvaart /A10";"NW19";"";"oever laten doorlopen onder het viadict van de A10";"Amfibieën - Kleine zoogdieren - Vissen - Vleermuizen";"Onderdoorgang";"Onderdoorgang sluit aan op de oever van de Haarlemmertrekvaart. Een gedeelte van de wand is bezet met kasten voor vogels, insecten en vleermuizen. Specilae verlichting maakt plantengroei mogelijk ";"stadsdeel Amsterdam West";"";2014;"Gerealiseerd";"NW19 2016.JPG";"ONDER";"GEREALISEERD";"POINT(4.8445842,52.3850943)";"POINT(52.3850943,4.8445842)";"4,8445842";"52,3850943";
191;"";"Zuiderzeeweg / Schellingwouderbrug";"N034";"Onderdoorgang / viaduct";"";"Amfibieën - Grote zoogdieren - Kleine zoogdieren - Reptielen - Vleermuizen";"Onderdoorgang";"Aanleg van water, natuurlijke oever en lang gras als inrichting van de onderdoorgang. Onderdoorgang (gerealiseerd 2004/2005) is onderdeel van de Ecozone Schellingwoude";"stadsdeel Amsterdam Noord";"";2005;"Gerealiseerd";"Schellingwouderbrug.jpg";"ONDER";"GEREALISEERD";"POINT(4.9693658,52.3803336)";"POINT(52.3803336,4.9693658)";"4,9693658";"52,3803336";
192;"";"Liergouw / A10";"N032";"Rijksweg";"";"Amfibieën - Grote zoogdieren - Kleine zoogdieren - Reptielen";"Onderdoorgang";"Er zijn grote boomstronken aangebracht (2000) om de onderdoorgang voor fauna passeerbaar te maken";"";"";2000;"Gerealiseerd";"Liergouw.jpg";"ONDER";"GEREALISEERD";"POINT(4.9717481,52.3829276)";"POINT(52.3829276,4.9717481)";"4,9717481";"52,3829276";
193;"";"Zuiderzeeweg / Markengouw";"N027";"Autoweg";"";"Amfibieën - Kleine zoogdieren - Reptielen";"Faunapassage";"In de vorm van een grote buis (aangebracht in 2000) zijn de groengebieden aan weerszijde van Zuiderweg met elkaar verbonden";"stadsdeel Amsterdam Noord";"";2000;"Gerealiseerd";"Markegouw.jpg";"PASSAGE";"GEREALISEERD";"POINT(4.9650209,52.3896262)";"POINT(52.3896262,4.9650209)";"4,9650209";"52,3896262";
194;"";"Zuiderzeeweg / Weersloot / Schellingwouderbreek";"N028";"Rijweg";"";"Amfibieën - Kleine zoogdieren";"Faunarichel";"Het aanbrengen (1994) van een betonnen richel als onderdeel van het kunstwerk waardoor de Zuiderzeeweg passeerbaar wordt";"Stadsdeel Amsterdam Noord";"";1994;"Gerealiseerd";"Weersloot.jpg";"RICHEL";"GEREALISEERD";"POINT(4.9542491,52.3871504)";"POINT(52.3871504,4.9542491)";"4,9542491";"52,3871504";
195;"";"Nieuwendammerdijk ";"N030";"Rijweg";"";"Amfibieën - Kleine zoogdieren";"Faunapassage";"Faunapassage in de vorm van een grote betonnen buis (aangebracht in 2000) verbindt de groengebieden aan weerszijden van de rijweg";"";"";2000;"Gerealiseerd";"Boogbrug.jpg";"PASSAGE";"GEREALISEERD";"POINT(4.9507511,52.3864371)";"POINT(52.3864371,4.9507511)";"4,9507511";"52,3864371";
196;"";"Dijkmanshuizenstraat / A10";"N026";"Autosnelweg";"";"Amfibieën - Grote zoogdieren - Kleine zoogdieren - Reptielen";"Onderdoorgang";"De onderdoorgang is voorzien van grote brokken storsteen en een schanskorf gevuld met stenen (beide aangebracht in 2005) om de passage voor fauna mogelijk te maken";"Stadsdeel Amsterdam Noord";"";2005;"Gerealiseerd";"Dijkmanshuizenstraat.jpg";"ONDER";"GEREALISEERD";"POINT(4.9600322,52.3974768)";"POINT(52.3974768,4.9600322)";"4,9600322";"52,3974768";
197;"";"Beemsterstraat / A10";"N025";"Rijksweg";"";"Amfibieën - Grote zoogdieren - Kleine zoogdieren - Reptielen";"Faunapassage";"De onderdoorgang is voorzien van storsteen om de onderdoorgang voor fauna passeerbaar te maken";"Stadsdeel Amsterdam Noord / Rijkswaterstaat";"";2016;"Gerealiseerd";"Beemsterstraat 2 20161129_163605.jpg";"PASSAGE";"GEREALISEERD";"POINT(4.9548838,52.4011313)";"POINT(52.4011313,4.9548838)";"4,9548838";"52,4011313";
198;"";"Buikslotermeerdijk / Noord Hollandsch Kanaal";"N018";"Rijksweg";"";"Amfibieën - Grote zoogdieren - Kleine zoogdieren";"Onderdoorgang";"Het aanbrengen grote brokken storsteen om de onderdoorgang voor fauna passeerbaar te maken";"Rijkswaterstaat";"";2015;"Gerealiseerd";"NHK Oostzijde.jpg";"ONDER";"GEREALISEERD";"POINT(4.9299481,52.4108473)";"POINT(52.4108473,4.9299481)";"4,9299481";"52,4108473";
199;"";"IJdoornlaan / Nieuwe Gouw";"N015";"Autoweg";"";"Amfibieën - Kleine zoogdieren";"Onderdoorgang";"In de vorm van een betonnen richel en aquarollen is de onderdoorgang voor fauna passeerbaar gemaakt (realisatie 2000)";"Stadsdeel Amsterdam Noord";"";2000;"Gerealiseerd";"No15.jpg";"ONDER";"GEREALISEERD";"POINT(4.911361,52.4111754)";"POINT(52.4111754,4.911361)";"4,911361";"52,4111754";
200;"";"Nieuwe Gouw / A10";"N014";"Rijksweg";"";"Amfibieën - Grote zoogdieren - Kleine zoogdieren";"Onderdoorgang";"In de vorm van grote stortstenen (twee zijden) en doorlopende oever is de onderdoorgang passeerbaar gemaakt voor fauna";"Stadsdeel Noord / Rijkswaterstaat ";"";2016;"Gerealiseerd";"IJdoornlaan 20161201_153243.jpg";"ONDER";"GEREALISEERD";"POINT(4.914016,52.4179503)";"POINT(52.4179503,4.914016)";"4,914016";"52,4179503";
201;"";"Twiske / A10";"N010";"Rijksweg";"";"Amfibieën - Grote zoogdieren - Kleine zoogdieren - Reptielen";"Onderdoorgang";"Grote blokken stortsteen aangebracht om de onderdoorgang passeerbaar te maken voor fauna. ";"Stadsdeel Noord / Rijkswaterstaat";"";2016;"Gerealiseerd";"Twiske 20161201_151251.jpg";"ONDER";"GEREALISEERD";"POINT(4.8990028,52.4239775)";"POINT(52.4239775,4.8990028)";"4,8990028";"52,4239775";
202;"No11 oost.jpg";"Twiske / busbaan";"N011";"busbaan";"";"Amfibieën - Grote zoogdieren - Kleine zoogdieren";"Onderdoorgang";"Aanbrengen van grote brokken stortsteen";"Stadsdeel Amsterdam Noord";"";2017;"Gerealiseerd";"No11.jpg";"ONDER";"GEREALISEERD";"POINT(4.898631,52.422059)";"POINT(52.422059,4.898631)";"4,898631";"52,422059";
203;"";"Stentorstraat / Twiske";"N012";"Rijweg";"";"Kleine zoogdieren";"Faunarichel";"Er zijn richels in het kunstwerk aangebracht om de rijweg passeerbaar te maken";"Stadsdeel Amsterdam Noord";"";2002;"Gerealiseerd";"Stentostraat Twiske.jpg";"RICHEL";"GEREALISEERD";"POINT(4.8985131,52.4196517)";"POINT(52.4196517,4.8985131)";"4,8985131";"52,4196517";
204;"";"Tunnelmond Zeeburgeiland";"N037";"Vaarweg";"";"Amfibieën - Grote zoogdieren - Kleine zoogdieren - Reptielen - Vleermuizen";"Rietland";"Aanbrengen van rietland om de vaarroute beter passerbaar te maken ";"Rijkswaterstaat";"";2020;"In de planning";"tunnelmond Zeeburgertunnel.jpg";"RIET";"INGEPLAND";"POINT(4.972944,52.3769614)";"POINT(52.3769614,4.972944)";"4,972944";"52,3769614";
206;"";"Weespetrekvaart";"O026";"FUP";"te steile oever";"Amfibieën - Kleine zoogdieren - Reptielen";"Fauna uittreedplaats (FUP)";"Het maken van een hellingbaan";"Stadsdeel Ooost /Waternet";"";2014;"Gerealiseerd";"FUP-weespertrekvaart-nw.jpg";"FUP";"GEREALISEERD";"POINT(4.9299271,52.3389899)";"POINT(52.3389899,4.9299271)";"4,9299271";"52,3389899";
207;"";"Weespertrekvaart";"O027";"Steile oever";"FUP aangelegd bij renovatie van de kade in 2013";"Amfibieën - Kleine zoogdieren - Reptielen";"Fauna uittreedplaats (FUP)";"";"";"";2014;"Gerealiseerd";"";"FUP";"GEREALISEERD";"POINT(4.9328878,52.3383986)";"POINT(52.3383986,4.9328878)";"4,9328878";"52,3383986";
209;"iemerweg-1.jpg";"Overdiemerweg";"Di02";"Passage weg voor ringslangen in de vorm van een drempel";"Verbinding tussen De Diem en natuur bij knooppunt Diemen";"Amfibieën - Kleine zoogdieren - Reptielen";"Faunapassage";"Richel onder drempel";"Diemen";"";2017;"Gerealiseerd";"diemerweg-2.jpg";"PASSAGE";"GEREALISEERD";"POINT(4.9955981,52.3392226)";"POINT(52.3392226,4.9955981)";"4,9955981";"52,3392226";
210;"";"Uitlaat Diemercentrale";"Di06";"beschoeiing";"dieren hebben moeite om uit het water te komen";"Amfibieën - Grote zoogdieren - Kleine zoogdieren - Reptielen";"Fauna uittreedplaats (FUP)";"Beschoeiing voor een deel verlaagd en vervangen door stenen talud";"gemeente Diemen";"";2002;"Gerealiseerd";"FUP Uitlaat Diemercentrale.JPG";"FUP";"GEREALISEERD";"POINT(5.0262291,52.3374411)";"POINT(52.3374411,5.0262291)";"5,0262291";"52,3374411";
211;"";"Tom Schreursweg";"NW03";"weg als barriere tussen twee moerasgebieden";"rijweg";"Amfibieën - Kleine zoogdieren - Reptielen";"Faunapassage";"het aanbrengen van een passage, gerealiseerd in 2012";"stadseel Nieuw West";"";2012;"Gerealiseerd";"ecopassage Tom Schreursweg.JPG";"PASSAGE";"GEREALISEERD";"POINT(4.7637179,52.3811537)";"POINT(52.3811537,4.7637179)";"4,7637179";"52,3811537";
214;"";"Hugo de Vrieslaan";"O019";"";"rijweg";"Amfibieën - Kleine zoogdieren - Reptielen";"Faunarichel";"er is rond 1995 een richel in de duiker onder de Hugo de Vrieslaan aangebracht";"stadsdeel Oost";"nvt";1995;"Gerealiseerd";"";"RICHEL";"GEREALISEERD";"POINT(4.9263432,52.3461196)";"POINT(52.3461196,4.9263432)";"4,9263432";"52,3461196";
215;"";"Gooiseweg";"O020";"rijweg";"";"Amfibieën - Kleine zoogdieren - Reptielen";"Faunarichel";"rond 1995 is er een richel aangebracht in het kunstwerk onder de Gooiseweg zodat de gebieden ten oosten en ten westen van de Gooiseweg met elkaar verbonden zijn ";"stadsdeel Oost";"nvt";1995;"Gerealiseerd";"";"RICHEL";"GEREALISEERD";"POINT(4.9306562,52.3447196)";"POINT(52.3447196,4.9306562)";"4,9306562";"52,3447196";
216;"";"Eco zone Reigersbos";"Zo17";"Metrolijn";"Openbaar vervoer";"Amfibieën - Kleine zoogdieren - Reptielen - Vissen";"Faunapassage";"Natuurlijke doorloop oever";"Stadsdeel Zuid-Oost";"NVT";2014;"Gerealiseerd";"P1000227.JPG";"PASSAGE";"GEREALISEERD";"POINT(4.9820788,52.2962805)";"POINT(52.2962805,4.9820788)";"4,9820788";"52,2962805";
217;"";"Langbroekdreef/Nellestein";"Zo14";"Wegen";"";"Amfibieën - Kleine zoogdieren - Reptielen";"Faunapassage";"Faunapassage puinsteen";"Stadsdeel Zuid-Oost";"Nvt";2014;"Gerealiseerd";"";"PASSAGE";"GEREALISEERD";"POINT(4.9749658,52.3058478)";"POINT(52.3058478,4.9749658)";"4,9749658";"52,3058478";
219;"";"Raasdorperweg";"NW06";"Wegen";"Autoweg";"Amfibieën - Kleine zoogdieren - Reptielen";"Faunapassage";"Faunatunnel";"Nieuw-West";"";0;"Gerealiseerd";"6.jpg";"PASSAGE";"GEREALISEERD";"POINT(4.7646158,52.3730322)";"POINT(52.3730322,4.7646158)";"4,7646158";"52,3730322";
220;"";"Brug Cornelis Outshoornstraat";"NW20";"Brug";"Wegen";"";"Faunarichel";"Faunarichel/looprichel";"Stadsdeel Nieuw-West";"";2017;"Gerealiseerd";"13.2.jpg";"RICHEL";"GEREALISEERD";"POINT(4.794357,52.381614)";"POINT(52.381614,4.794357)";"4,794357";"52,381614";
221;"";"Brug Henk Gorzakstraat/Sam van Houtenstraat";"NW21";"Brug";"Wegen";"Amfibieën - Kleine zoogdieren";"Faunarichel";"Loopplank";"Stadsdeel Nieuw-West";"";2017;"Gerealiseerd";"14.jpg";"RICHEL";"GEREALISEERD";"POINT(4.794196,52.379221)";"POINT(52.379221,4.794196)";"4,794196";"52,379221";
222;"";"Brug Aalbersestraat";"NW23";"Brug";"Wegen";"Amfibieën - Kleine zoogdieren";"Faunarichel";"Brug voorzien van een faunarichel";"Stadsdeel Nieuw-West";"Nvt";0;"Gerealiseerd";"15.2.jpg";"RICHEL";"GEREALISEERD";"POINT(4.79793,52.3801314)";"POINT(52.3801314,4.79793)";"4,79793";"52,3801314";
223;"";"Doctor H. Colijnstraat";"NW24";"Brug";"Verkeer";"Amfibieën - Kleine zoogdieren";"Faunarichel";"Faunarichel onder brug";"Nieuw-West";"Nvt";0;"Gerealiseerd";"16.2.jpg";"RICHEL";"GEREALISEERD";"POINT(4.8064382,52.3802764)";"POINT(52.3802764,4.8064382)";"4,8064382";"52,3802764";
224;"";"Joris van den Berghweg";"NW07";"Wegen";"Verkeer";"Amfibieën - Grote zoogdieren - Kleine zoogdieren - Reptielen";"Onderdoorgang";"Faunatunnel";"Nieuw-West";"Nvt";0;"Gerealiseerd";"";"ONDER";"GEREALISEERD";"POINT(4.7819121,52.3787696)";"POINT(52.3787696,4.7819121)";"4,7819121";"52,3787696";
225;"";"Burgemeester Roëllstraat";"NW26";"Brug";"Verkeer";"Amfibieën - Kleine zoogdieren - Reptielen";"Faunarichel";"Faunarichel onder brug";"Nieuw-West";"";2017;"Gerealiseerd";"19.2.jpg";"RICHEL";"GEREALISEERD";"POINT(4.808734,52.376712)";"POINT(52.376712,4.808734)";"4,808734";"52,376712";
226;"";"De Savornin Lomanstraat";"NW27";"Brug";"Wegen/Verkeer";"Amfibieën - Kleine zoogdieren - Reptielen";"Faunarichel";"Aanleggen faunarichel langs/onder brug";"Nieuw-West";"";2017;"Gerealiseerd";"20.jpg";"RICHEL";"GEREALISEERD";"POINT(4.808144,52.374557)";"POINT(52.374557,4.808144)";"4,808144";"52,374557";
227;"";"Osdorperweg/Westrandweg";"NW05";"Snelweg";"Verkeer";"Amfibieën - Grote zoogdieren - Kleine zoogdieren - Reptielen";"Faunapassage";"Aanleg schanskorven recent aangelegd 2012/2013";"Nieuw-West";"";0;"Gerealiseerd";"22.jpg";"PASSAGE";"GEREALISEERD";"POINT(4.767256,52.3768508)";"POINT(52.3768508,4.767256)";"4,767256";"52,3768508";
228;"";"Westrandweg";"NW04";"Brug";"Westrandweg";"Amfibieën - Kleine zoogdieren";"Faunarichel";"Looprichel 2013 aangelegd";"Nieuw-West";"";0;"Gerealiseerd";"";"RICHEL";"GEREALISEERD";"POINT(4.7675989,52.37732)";"POINT(52.37732,4.7675989)";"4,7675989";"52,37732";
229;"";"Lodewijk van Deysselstraat";"NW25";"Brug";"Verkeer";"Amfibieën - Kleine zoogdieren";"Faunarichel";"Aanleggen faunarichel langs/onder brug";"Nieuw-West";"";2017;"Gerealiseerd";"24.jpg";"RICHEL";"GEREALISEERD";"POINT(4.809034,52.377885)";"POINT(52.377885,4.809034)";"4,809034";"52,377885";
230;"";"Antony Moddermanstraat - Beerenbrouckstraat";"NW11";"Brug";"Verkeer";"Amfibieën - Kleine zoogdieren";"Faunarichel";"Aanleggen faunarichel langs/onder brug";"Stadsdeel Nieuw-West";"";2017;"Gerealiseerd";"27.1.jpg";"RICHEL";"GEREALISEERD";"POINT(4.812038,52.383274)";"POINT(52.383274,4.812038)";"4,812038";"52,383274";
231;"";"Brug H.M. Kraaijvangerstraat";"NW28";"Brug";"Verkeer";"";"Faunapassage";"Loopstrook onder brug";"Stadsdeel Nieuw-West";"Nvt";0;"Gerealiseerd";"31.1.jpg";"PASSAGE";"GEREALISEERD";"POINT(4.823003,52.374951)";"POINT(52.374951,4.823003)";"4,823003";"52,374951";
233;"NW13 2016.JPG";"Seineweg ( viaduct spoor )";"NW13";"Viaduct/OV";"Spoorweg ";"Amfibieën - Grote zoogdieren - Kleine zoogdieren - Reptielen";"Faunapassage";"Loopstrook";"Nieuw-West";"Nvt";2010;"Gerealiseerd";"";"PASSAGE";"GEREALISEERD";"POINT(4.819071,52.3894965)";"POINT(52.3894965,4.819071)";"4,819071";"52,3894965";
234;"";"Burg. Eliasstraat/Haarlemmervaart";"NW14";"Brug";"Brug over water";"Amfibieën - Kleine zoogdieren - Reptielen";"Faunarichel";"Aanleg loopplank";"Nieuw-West";"Nvt";0;"Gerealiseerd";"37.jpg";"RICHEL";"GEREALISEERD";"POINT(4.8272521,52.3843543)";"POINT(52.3843543,4.8272521)";"4,8272521";"52,3843543";
235;"";"Haarlemmerweg Radarweg";"NW15";"Brug";"Brug over het water";"Amfibieën - Kleine zoogdieren - Reptielen";"Faunarichel";"Brug voorzien van faunarichel";"Nieuw west";"Nvt";2010;"Gerealiseerd";"39.1.jpg";"RICHEL";"GEREALISEERD";"POINT(4.8347838,52.3850485)";"POINT(52.3850485,4.8347838)";"4,8347838";"52,3850485";
236;"";"Haarlemmerweg/Onder spoor";"NW17";"Viaduct";"Viaduct voor treinen";"Amfibieën - Grote zoogdieren - Kleine zoogdieren - Reptielen";"Faunapassage";"Loopstrook ";"Nieuw-West";"";2010;"Gerealiseerd";"40.3.jpg";"PASSAGE";"GEREALISEERD";"POINT(4.8392599,52.3846289)";"POINT(52.3846289,4.8392599)";"4,8392599";"52,3846289";
237;"";"Brug tussen Jan Evertsenstraat en Jan Tooropstraat";"NW33";"Brug";"";"Amfibieën - Kleine zoogdieren - Reptielen";"Faunarichel";"Brug voorzien van Looprichel";"Nieuw-West";"Nvt";0;"Gerealiseerd";"48.3.jpg";"RICHEL";"GEREALISEERD";"POINT(4.8374331,52.3699195)";"POINT(52.3699195,4.8374331)";"4,8374331";"52,3699195";
238;"";"Tunnel/viaduct Jan Evertsenstraat";"NW34";"Viaduct";"Verkeer";"Amfibieën - Grote zoogdieren - Kleine zoogdieren - Reptielen";"Faunapassage";"Loopstrook";"Nieuw-West";"Nvt";2010;"Gerealiseerd";"NW34 2016.JPG";"PASSAGE";"GEREALISEERD";"POINT(4.8421018,52.3696906)";"POINT(52.3696906,4.8421018)";"4,8421018";"52,3696906";
239;"";"Jan Evertsenstraat-Admiraal Helfrichstraat";"W04";"Brug";"";"Amfibieën - Kleine zoogdieren - Reptielen";"Faunarichel";"Brug voorzien van faunarichel. Opm: Moet vervangen worden";"Nieuw West";"Nvt";0;"Gerealiseerd";"g 006 - kopie.JPG";"RICHEL";"GEREALISEERD";"POINT(4.8451269,52.3696486)";"POINT(52.3696486,4.8451269)";"4,8451269";"52,3696486";
240;"";"Nachtwachtlaan onder Einsteinweg";"NW39";"Viaduct";"Verkeer";"Amfibieën - Grote zoogdieren - Kleine zoogdieren - Reptielen";"Faunapassage";"Doorlopende oever van stenen";"Nieuw West";"Nvt";2005;"Gerealiseerd";"g 026 - kopie.JPG";"PASSAGE";"GEREALISEERD";"POINT(4.8425729,52.3560912)";"POINT(52.3560912,4.8425729)";"4,8425729";"52,3560912";
241;"";"Brug bij Schipluidenlaan";"NW41";"Brug";"Verkeer";"Amfibieën - Kleine zoogdieren";"Faunarichel";"Brug voorzien van faunarichel";"Stadsdeel Nieuw-West";"Nvt";2010;"Gerealiseerd";"P1010616 - kopie.JPG";"RICHEL";"GEREALISEERD";"POINT(4.835994,52.3560683)";"POINT(52.3560683,4.835994)";"4,835994";"52,3560683";
242;"";"Koningin Wilhelminaplein Rotonde";"NW40";"Brug";"Verkeer";"Amfibieën - Kleine zoogdieren";"Faunarichel";"Brug voorzien van faunarichel ";"Nieuw West";"Nvt";2010;"Gerealiseerd";"NW40 2016.JPG";"RICHEL";"GEREALISEERD";"POINT(4.8407328,52.3560912)";"POINT(52.3560912,4.8407328)";"4,8407328";"52,3560912";
243;"";"Kruispunt Plesmanlaan/Christoffel Plantijnpad";"NW55";"Kruispunt";"Verkeer";"Amfibieën - Kleine zoogdieren - Reptielen";"Faunarichel";"Aanleg faunatunnel";"Nieuw West";"";2017;"Gerealiseerd";"";"RICHEL";"GEREALISEERD";"POINT(4.821244,52.351355)";"POINT(52.351355,4.821244)";"4,821244";"52,351355";
244;"";"Brug Pieter Calandlaan en &#096;t Piet Wiedijkpark";"NW58";"Brug";"";"Amfibieën - Kleine zoogdieren";"Faunarichel";"Brug voorzien van faunarichel";"Nieuw West";"";2017;"Gerealiseerd";"";"RICHEL";"GEREALISEERD";"POINT(4.818325,52.355716)";"POINT(52.355716,4.818325)";"4,818325";"52,355716";
245;"";"Cornelis Lelylaan en EECO Piet Wiedijkpark";"NW59";"Viaduct";"Verkeer";"Amfibieën - Kleine zoogdieren - Reptielen";"Faunapassage";"Aanleg stobbenwal";"Nieuw-West";"Nvt";0;"Gerealiseerd";"";"PASSAGE";"GEREALISEERD";"POINT(4.8185928,52.3576438)";"POINT(52.3576438,4.8185928)";"4,8185928";"52,3576438";
246;"";"Brug tussen Plesmanlaan en Karsterleepark";"NW83";"Brug";"Verkeer";"Amfibieën - Kleine zoogdieren";"Faunarichel";"Brug voorzien van een faunarichel";"Nieuw West";"Nvt";0;"Gerealiseerd";"";"RICHEL";"GEREALISEERD";"POINT(4.811003,52.3503844)";"POINT(52.3503844,4.811003)";"4,811003";"52,3503844";
248;"";"Tunnel/Viaduct Anderlechtlaan";"NW50";"Wegen/Viaduct";"Verkeer";"Amfibieën - Grote zoogdieren - Kleine zoogdieren - Reptielen";"Faunapassage";"Onderdoorgang met stortstenen en schanskorven";"NieuwWest";"Nvt";0;"Gerealiseerd";"";"PASSAGE";"GEREALISEERD";"POINT(4.81377,52.3380667)";"POINT(52.3380667,4.81377)";"4,81377";"52,3380667";
249;"";"Brug Oude Haagseweg/Anderlechtlaan";"NW49";"Brug";"Verkeer";"Amfibieën - Kleine zoogdieren";"Faunapassage";"Ecoduiker";"Stadsdeel Nieuw-West";"Nvt";0;"Op termijn";"";"PASSAGE";"OP_TERMIJN";"POINT(4.8146021,52.3360259)";"POINT(52.3360259,4.8146021)";"4,8146021";"52,3360259";
250;"";"T Kruising autoweg oude haagweg";"NW48";"";"Wegen";"Amfibieën - Kleine zoogdieren - Reptielen";"Onderdoorgang";"Aanleg amfibieëntunnel";"Nieuw West";"Nvt";0;"Gerealiseerd";"";"ONDER";"GEREALISEERD";"POINT(4.8145001,52.3357398)";"POINT(52.3357398,4.8145001)";"4,8145001";"52,3357398";
251;"";"Henk Sneevlietweg/Station";"NW43";"Viaduct";"Verkeer";"Amfibieën - Grote zoogdieren - Kleine zoogdieren - Reptielen";"Faunapassage";"Loopstrook";"Stadsdeel Nieuw West";"Nvt";0;"Gerealiseerd";"";"PASSAGE";"GEREALISEERD";"POINT(4.8340542,52.3454978)";"POINT(52.3454978,4.8340542)";"4,8340542";"52,3454978";
252;"";"Oude Haagseweg nieuwemeerpad ";"NW44";"Wegen";"Fauna kan niet bij de oeverlanden komen";"Amfibieën - Kleine zoogdieren";"Faunapassage";"Aanleg Amfibieënscherm/tunnel";"Stadsdeel Nieuw-West";"";2013;"Gerealiseerd";"IMG_4506.JPG";"PASSAGE";"GEREALISEERD";"POINT(4.827595,52.3376509)";"POINT(52.3376509,4.827595)";"4,827595";"52,3376509";
253;"102.3.jpg";"Brug Baden Powellweg/Plesmanlaan, rotonde";"NW74";"Brug";"Verkeer";"Amfibieën - Kleine zoogdieren";"Faunarichel";"Aanleg faunarichel en Amfibieënscherm";"Stadsdeel Nieuw West";"Nvt";2016;"Gerealiseerd";"102.1.jpg";"RICHEL";"GEREALISEERD";"POINT(4.7972109,52.3480193)";"POINT(52.3480193,4.7972109)";"4,7972109";"52,3480193";
254;"103.jpg";"Rotonde plesmanlaan";"NW75";"Wegen";"Verkeer";"Amfibieën";"Onderdoorgang";"Aanleg amfibieëntunnel";"Stadsdeel Nieuw-West";"";0;"Gerealiseerd";"103.1.jpg";"ONDER";"GEREALISEERD";"POINT(4.797332,52.3469588)";"POINT(52.3469588,4.797332)";"4,797332";"52,3469588";
255;"";"Ookmeerweg-Hoekenesgracht";"NW61";"Ookmeerweg";"Verkeer";"Amfibieën - Kleine zoogdieren";"Faunarichel";"Aanleg faunarichel";"Stadsdeel Nieuw West";"";2010;"Gerealiseerd";"104.2.jpg";"RICHEL";"GEREALISEERD";"POINT(4.7953441,52.3644034)";"POINT(52.3644034,4.7953441)";"4,7953441";"52,3644034";
256;"";"Hoekenes/Tussenmeer";"NW66";"Brug";"Verkeer";"Amfibieën - Kleine zoogdieren";"Faunarichel";"Aanleg faunarichel";"Nieuw-West";"Nvt";0;"Gerealiseerd";"106.1.jpg";"RICHEL";"GEREALISEERD";"POINT(4.7992489,52.35801)";"POINT(52.35801,4.7992489)";"4,7992489";"52,35801";
258;"";"Stadspark Osdorp";"NW67";"Hoge Oever";"Te hoge oever";"Amfibieën - Kleine zoogdieren";"Fauna uittreedplaats (FUP)";"Fup & Plank";"Stadsdeel Nieuw-West";"Nvt";0;"Gerealiseerd";"107.1.jpg";"FUP";"GEREALISEERD";"POINT(4.7992599,52.3573653)";"POINT(52.3573653,4.7992599)";"4,7992599";"52,3573653";
259;"";"Pieter Calandlaan/Baden Powellweg";"NW69";"Autoweg";"Het westelijke talud van de Baden Powellweg is een doorlopende groenstrook, echter deze wordt door meerdere andere wegen doorkruist.";"Amfibieën - Grote zoogdieren - Kleine zoogdieren";"Faunapassage";"De Pieter Callandlaan voorzien van een Faunapassage. Alternatief: de oever voorzien van faunarichels.";"DIVV, Stadsdeel Nieuw West";"";2005;"Gerealiseerd";"109.2.jpg";"PASSAGE";"GEREALISEERD";"POINT(4.7935202,52.3507468)";"POINT(52.3507468,4.7935202)";"4,7935202";"52,3507468";
260;"";"Baden Powellweg/Hogeboomspad";"NW68";"Brug";"Verkeer";"Amfibieën - Kleine zoogdieren";"Faunarichel";"Brug voorzien van faunarichel";"Stadsdeel Nieuw-west";"Nvt";2017;"Gerealiseerd";"110.jpg";"RICHEL";"GEREALISEERD";"POINT(4.792104,52.353403)";"POINT(52.353403,4.792104)";"4,792104";"52,353403";
